time,datetime,Group4-2_S6_MassFlowRate,Group4-2_S6_FlowVelocity,Group4-2_S6_Volume,Group4-2_S6_VolumetricFlowRate,Group4-2_S6_Mass,Group4-2_S6_Energy,Group4-2_S6_Temperature,Group4-2_S6_Pressure,duration,recording_timestamp
1753178491582,Jul 22 2025 10:01:31.582,0.0,0.0,2796.7907714844,0.0,3495.9060058594,118.51181030273,34.200000762939,0.0,9478,2025-07-22T09:53:26.735112
1753178491591,Jul 22 2025 10:01:31.591,0.0,0.0,2796.7907714844,0.0,3495.9060058594,118.51181030273,34.200000762939,0.0,9472,2025-07-22T09:53:26.735112
1753178491601,Jul 22 2025 10:01:31.601,0.0,0.0,2796.7907714844,0.0,3495.9060058594,118.51181030273,34.200000762939,0.0,9535,2025-07-22T09:53:26.774520
1753178491611,Jul 22 2025 10:01:31.611,0.0,0.0,2796.7907714844,0.0,3495.9060058594,118.51181030273,34.200000762939,0.0,9513,2025-07-22T09:53:26.774520
1753178491621,Jul 22 2025 10:01:31.621,0.0,0.0,2796.7907714844,0.0,3495.9060058594,118.51181030273,34.200000762939,0.0,10593,2025-07-22T09:53:26.774520
1753178491631,Jul 22 2025 10:01:31.632,0.0,0.0,2796.7907714844,0.0,3495.9060058594,118.51181030273,34.200000762939,0.0,9457,2025-07-22T09:53:26.775043
1753178491641,Jul 22 2025 10:01:31.641,0.0,0.0,2796.7907714844,0.0,3495.9060058594,118.51181030273,34.200000762939,0.0,9527,2025-07-22T09:53:26.814759
1753178491651,Jul 22 2025 10:01:31.651,0.0,0.0,2796.7907714844,0.0,3495.9060058594,118.51181030273,34.200000762939,0.0,9541,2025-07-22T09:53:26.815266
1753178491661,Jul 22 2025 10:01:31.661,0.0,0.0,2796.7907714844,0.0,3495.9060058594,118.51181030273,34.200000762939,0.0,10691,2025-07-22T09:53:26.815266
1753178491672,Jul 22 2025 10:01:31.672,0.0,0.0,2796.7907714844,0.0,3495.9060058594,118.51181030273,34.200000762939,0.0,9524,2025-07-22T09:53:26.815804
1753178491682,Jul 22 2025 10:01:31.682,0.0,0.0,2796.7907714844,0.0,3495.9060058594,118.51181030273,34.200000762939,0.0,9513,2025-07-22T09:53:26.854629
1753178491691,Jul 22 2025 10:01:31.691,0.0,0.0,2796.7907714844,0.0,3495.9060058594,118.51181030273,34.200000762939,0.0,9545,2025-07-22T09:53:26.854629
1753178491701,Jul 22 2025 10:01:31.701,0.0,0.0,2796.7907714844,0.0,3495.9060058594,118.51181030273,34.200000762939,0.0,9615,2025-07-22T09:53:26.854629
1753178491711,Jul 22 2025 10:01:31.711,0.0,0.0,2796.7907714844,0.0,3495.9060058594,118.51181030273,34.200000762939,0.0,9727,2025-07-22T09:53:26.854629
1753178491721,Jul 22 2025 10:01:31.721,0.0,0.0,2796.7907714844,0.0,3495.9060058594,118.51181030273,34.200000762939,0.0,9670,2025-07-22T09:53:26.894643
