model,quant_mode,level,n_points,mean_inference_time_ms,std_inference_time_ms,mean_mae_all_avg,std_mae_all_avg
lstm,no-quant,Simple,8,58.419101753443314,0.4953701804384799,0.9731985760561983,0.028646645395076276
lstm,no-quant,Medium,8,58.54717955777822,0.48892178049728746,0.9652538257098704,0.02917100830898982
lstm,no-quant,High,8,58.82448832641393,0.8118788646597144,1.0316668088123475,0.03823363475173916
