time,datetime,Group4-2_S6_MassFlowRate,Group4-2_S6_FlowVelocity,Group4-2_S6_Volume,Group4-2_S6_VolumetricFlowRate,Group4-2_S6_Mass,Group4-2_S6_Energy,Group4-2_S6_Temperature,Group4-2_S6_Pressure,duration,recording_timestamp
1753196631252,Jul 22 2025 15:03:51.252,3.2799999713898,2.5999999046326,2800.9423828125,2.539999961853,3501.2707519531,118.69462585449,27.799999237061,5.5999999046326,9592,2025-07-22T14:55:42.322631
1753196631262,Jul 22 2025 15:03:51.262,3.2300000190735,2.5999999046326,2800.9423828125,2.5,3501.2707519531,118.69462585449,27.799999237061,5.6100001335144,9715,2025-07-22T14:55:42.323669
1753196632243,Jul 22 2025 15:03:52.243,1.5900000333786,1.2999999523163,2800.9428710938,1.2300000190735,3501.271484375,118.69464111328,25.299999237061,5.6500000953674,9631,2025-07-22T14:55:43.313724
1753196632253,Jul 22 2025 15:03:52.253,1.5800000429153,1.2000000476837,2800.9428710938,1.2200000286102,3501.271484375,118.69464111328,25.299999237061,5.6500000953674,9636,2025-07-22T14:55:43.315543
1753196633284,Jul 22 2025 15:03:53.284,0.0,0.0,2800.9431152344,0.0,3501.271484375,118.69465637207,24.299999237061,5.6900000572205,9644,2025-07-22T14:55:44.349871
1753196633294,Jul 22 2025 15:03:53.294,0.0,0.0,2800.9431152344,0.0,3501.271484375,118.69465637207,24.200000762939,5.6900000572205,9659,2025-07-22T14:55:44.349871
1753196634323,Jul 22 2025 15:03:54.323,0.55000001192093,0.40000000596046,2800.9431152344,0.41999998688698,3501.271484375,118.69465637207,23.700000762939,5.5799999237061,9706,2025-07-22T14:55:45.389373
1753196634333,Jul 22 2025 15:03:54.333,0.5799999833107,0.5,2800.9431152344,0.44999998807907,3501.271484375,118.69465637207,23.700000762939,5.4899997711182,9670,2025-07-22T14:55:45.389917
1753196635324,Jul 22 2025 15:03:55.324,2.6400001049042,2.0999999046326,2800.9445800781,2.039999961853,3501.2736816406,118.69471740723,28.60000038147,5.6399998664856,9817,2025-07-22T14:55:46.389964
1753196635334,Jul 22 2025 15:03:55.334,2.5999999046326,2.0999999046326,2800.9445800781,2.0099999904633,3501.2736816406,118.69471740723,28.5,5.6399998664856,9584,2025-07-22T14:55:46.389964
1753196636334,Jul 22 2025 15:03:56.334,1.0099999904633,0.80000001192093,2800.9448242188,0.77999997138977,3501.2739257812,118.69473266602,25.39999961853,5.6700000762939,9558,2025-07-22T14:55:47.399613
1753196636344,Jul 22 2025 15:03:56.344,0.98000001907349,0.80000001192093,2800.9448242188,0.75999999046326,3501.2739257812,118.69473266602,25.39999961853,5.6700000762939,9708,2025-07-22T14:55:47.399613
1753196637344,Jul 22 2025 15:03:57.344,1.3700000047684,1.1000000238419,2800.9450683594,1.0599999427795,3501.2744140625,118.69474029541,25.200000762939,5.6199998855591,9624,2025-07-22T14:55:48.411928
1753196637354,Jul 22 2025 15:03:57.354,1.3500000238419,1.1000000238419,2800.9450683594,1.0499999523163,3501.2744140625,118.69474029541,25.200000762939,5.6199998855591,9621,2025-07-22T14:55:48.411928
1753196638387,Jul 22 2025 15:03:58.387,1.1000000238419,0.89999997615814,2800.9453125,0.85000002384186,3501.2749023438,118.6947555542,25.299999237061,5.5199999809265,8693,2025-07-22T14:55:49.449674
1753196638395,Jul 22 2025 15:03:58.395,1.2300000190735,1.0,2800.9453125,0.94999998807907,3501.2749023438,118.6947555542,25.299999237061,5.539999961853,9666,2025-07-22T14:55:49.450215
1753196639386,Jul 22 2025 15:03:59.386,2.2999999523163,1.7999999523163,2800.9465332031,1.7799999713898,3501.2758789062,118.69480895996,28.299999237061,5.6399998664856,8656,2025-07-22T14:55:50.451729
1753196639395,Jul 22 2025 15:03:59.395,2.2200000286102,1.7999999523163,2800.9465332031,1.7200000286102,3501.2758789062,118.69480895996,28.200000762939,5.6500000953674,9785,2025-07-22T14:55:50.451729
1753196640405,Jul 22 2025 15:04:00.405,8.210000038147,6.5,2800.947265625,6.3499999046326,3501.2770996094,118.69483947754,27.700000762939,5.539999961853,9576,2025-07-22T14:55:51.474960
1753196640415,Jul 22 2025 15:04:00.415,8.1099996566772,6.4000000953674,2800.947265625,6.2800002098083,3501.2770996094,118.69484710693,27.700000762939,5.539999961853,9473,2025-07-22T14:55:51.475967
1753196641435,Jul 22 2025 15:04:01.435,1.2799999713898,1.0,2800.9482421875,0.99000000953674,3501.2783203125,118.69487762451,26.10000038147,5.6599998474121,9544,2025-07-22T14:55:52.506304
1753196641445,Jul 22 2025 15:04:01.445,1.2599999904633,1.0,2800.9482421875,0.97000002861023,3501.2783203125,118.69487762451,26.10000038147,5.6599998474121,9719,2025-07-22T14:55:52.506508
1753196642445,Jul 22 2025 15:04:02.445,1.3300000429153,1.1000000238419,2800.9482421875,1.0299999713898,3501.2783203125,118.69488525391,24.5,5.4800000190735,9633,2025-07-22T14:55:53.512124
1753196642455,Jul 22 2025 15:04:02.455,1.4400000572205,1.1000000238419,2800.9482421875,1.1200000047684,3501.2783203125,118.69488525391,24.5,5.4899997711182,9556,2025-07-22T14:55:53.512124
1753196643466,Jul 22 2025 15:04:03.466,2.210000038147,1.7000000476837,2800.9494628906,1.710000038147,3501.2800292969,118.69494628906,27.700000762939,5.6199998855591,10525,2025-07-22T14:55:54.533354
