model,quant_mode,level,n_points,mean_inference_time_ms,std_inference_time_ms,mean_mae_all_avg,std_mae_all_avg
light_xgboost,no-quant,Simple,8,100.31658103027185,13.499566511830936,0.8630765200306714,0.024830586241101706
light_xgboost,no-quant,Medium,8,99.7001284578863,15.564445173638079,0.7784092995876442,0.00946719695839901
light_xgboost,no-quant,High,8,101.7799159503895,15.807592987489473,0.643883380541353,0.040814834282707144
