model,quant_mode,level,n_points,mean_inference_time_ms,std_inference_time_ms,mean_mae_all_avg,std_mae_all_avg
random_forest,no-quant,Simple,8,253.47145315446798,156.9072993597277,0.9464839929934392,0.01000203700572696
random_forest,no-quant,Medium,8,253.35928920162087,156.80566216969123,0.9050270139353167,0.009055547624405707
random_forest,no-quant,High,8,253.20901608327637,156.13914257775673,0.9093444841408873,0.006078951925706743
