model,quant_mode,level,n_points,mean_inference_time_ms,std_inference_time_ms,mean_mae_all_avg,std_mae_all_avg
xgboost,no-quant,Simple,8,5.875791456675825,3.31380563456272,1.3040160120605173,0.016612451876607953
xgboost,no-quant,Medium,8,6.491288502328702,3.6651691274473426,0.8919417648230612,0.01630528542598728
xgboost,no-quant,High,8,6.291573645044461,3.575832381501549,0.8912938211423111,0.014812784936507747
