model,quant_mode,level,n_points,mean_inference_time_ms,std_inference_time_ms,mean_mae_all_avg,std_mae_all_avg
cnn1d,no-quant,Simple,8,58.322794514674115,0.20740601845525827,0.9504744769788332,0.04481284175860551
cnn1d,no-quant,Medium,8,58.14587079364856,0.2219929415130893,0.9585126992442279,0.047802200682919974
cnn1d,no-quant,High,8,58.2918956143714,0.2571195971717376,1.1374327894333716,0.13853898954618432
