model,quant_mode,level,n_points,mean_inference_time_ms,std_inference_time_ms,mean_mae_all_avg,std_mae_all_avg
lstm,quant-8,Simple,8,1.9379465919260914,0.024477243968382186,0.9791592763180649,0.02867947311489289
lstm,quant-8,Medium,8,1.9350413309212815,0.02381315831042483,0.970757441424649,0.030123361905242143
lstm,quant-8,High,8,1.929220868349641,0.02772395586345712,1.02630440360653,0.026609081745904397
