signal,rmse_increase,rel_percent,r2_drop
Group4-2_S6_MassFlowRate,0.43792722106293946,25.19404097186399,0.28385727822518947
Group4-2_S6_Volume,0.3511914713058928,20.204115870153284,0.22263527421707502
Group4-2_S6_VolumetricFlowRate,0.18439146014780805,10.60807773161476,0.11179909687086997
Group4-2_S6_FlowVelocity,0.15722734165672136,9.04532053975103,0.0946101815280504
Group4-2_S6_Temperature,0.0742004659602642,4.268767707558471,0.04363638191163416
Group4-2_S6_Pressure,0.07316025989218566,4.208924443568755,0.04301513124689221
